Điểm,Tần suất
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
nan,1
