Điểm,Tần suất
0.75,1
1.0,2
1.25,9
1.5,28
1.75,69
2.0,140
2.25,270
2.5,507
2.75,757
3.0,1140
3.25,1396
3.5,1794
3.75,1884
4.0,2065
4.25,2125
4.5,2028
4.75,1843
5.0,1595
5.25,1384
5.5,1141
5.75,969
6.0,773
6.25,588
6.5,479
6.75,418
7.0,348
7.25,359
7.5,323
7.75,317
8.0,300
8.25,298
8.5,252
8.75,195
9.0,129
9.25,80
9.5,33
9.75,10
10.0,4
